Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Karne;Żółte;Czerwone;Status;Wejście;Zejście
2022/2023;4 września 2022 12:40;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 1;Gospodarz;Ruch Chorzów;(11) Yiğit Emre Çeltik;23;0;0;1;0;Wszedł;67;0
2022/2023;4 września 2022 12:40;Podbeskidzie Bielsko-Biała;Ruch Chorzów;0 - 1;Gospodarz;Ruch Chorzów;(9) Kamil Biliński;90;0;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(21) Jeppe Simonsen;90;1;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(44) Julio Rodríguez;90;0;0;1;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(14) Iwajło Markow;90;0;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(17) Titas Milašius;89;0;0;0;0;Zszedł;0;89
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(2) Ezequiel Bonifacio;1;0;0;0;0;Wszedł;89;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(8) Michał Janota;72;0;0;1;0;Zszedł;0;72
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(27) Krzysztof Drzazga;18;0;0;1;0;Wszedł;72;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(23) Marcel Misztal;72;0;0;0;0;Zszedł;0;72
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(15) Jakub Bieroński;18;0;0;0;0;Wszedł;72;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(30) Tomasz Jodłowiec;90;0;0;0;0;Cały mecz;0;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(24) Maksymilian Sitek;72;0;0;0;0;Zszedł;0;72
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(22) Joan Román;18;0;0;0;0;Wszedł;72;0
2022/2023;11 września 2022 18:00;Chojniczanka Chojnice;Podbeskidzie Bielsko-Biała;2 - 3;Gość;Chojniczanka Chojnice;(9) Kamil Biliński;90;2;0;1;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(21) Jeppe Simonsen;90;0;0;1;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(89) Daniel Mikołajewski;86;0;0;0;0;Zszedł;0;86
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(3) Mateusz Wypych;4;0;0;0;0;Wszedł;86;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(44) Julio Rodríguez;90;0;0;1;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(14) Iwajło Markow;90;0;0;1;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(47) Bartosz Bernard;71;0;0;0;0;Zszedł;0;71
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(15) Jakub Bieroński;19;0;0;0;0;Wszedł;71;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(24) Maksymilian Sitek;71;0;0;0;0;Zszedł;0;71
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(2) Ezequiel Bonifacio;19;0;0;0;0;Wszedł;71;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(30) Tomasz Jodłowiec;90;0;0;0;0;Cały mecz;0;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(8) Michał Janota;71;0;0;1;0;Zszedł;0;71
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(11) Yiğit Emre Çeltik;19;0;0;1;0;Wszedł;71;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(27) Krzysztof Drzazga;46;0;0;0;0;Zszedł;0;46
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(22) Joan Román;44;1;0;0;0;Wszedł;46;0
2022/2023;18 września 2022 12:40;Podbeskidzie Bielsko-Biała;ŁKS Łódź;1 - 1;Gospodarz;ŁKS Łódź;(9) Kamil Biliński;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(2) Ezequiel Bonifacio;90;0;0;1;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(44) Julio Rodríguez;90;0;0;0;1;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(14) Iwajło Markow;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(11) Yiğit Emre Çeltik;75;1;0;0;0;Zszedł;0;75
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(8) Michał Janota;15;0;0;0;0;Wszedł;75;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(15) Jakub Bieroński;64;0;0;1;0;Zszedł;0;64
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(23) Marcel Misztal;26;0;0;1;0;Wszedł;64;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(30) Tomasz Jodłowiec;90;0;0;0;0;Cały mecz;0;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(22) Joan Román;64;0;0;1;0;Zszedł;0;64
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(24) Maksymilian Sitek;26;0;0;1;0;Wszedł;64;0
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(9) Kamil Biliński;75;1;0;0;0;Zszedł;0;75
2022/2023;2 października 2022 18:00;Bruk-Bet Termalica Nieciecza;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Bruk-Bet Termalica Nieciecza;(99) Kacper Wełniak;15;0;0;0;0;Wszedł;75;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(2) Ezequiel Bonifacio;90;0;0;1;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(14) Iwajło Markow;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(8) Michał Janota;75;0;0;1;0;Zszedł;0;75
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(99) Kacper Wełniak;15;0;0;1;0;Wszedł;75;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(23) Marcel Misztal;70;0;0;0;0;Zszedł;0;70
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(15) Jakub Bieroński;20;0;0;0;0;Wszedł;70;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(30) Tomasz Jodłowiec;90;0;0;0;0;Cały mecz;0;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(22) Joan Román;75;0;0;1;0;Zszedł;0;75
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(24) Maksymilian Sitek;15;0;0;1;0;Wszedł;75;0
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(9) Kamil Biliński;75;1;0;1;0;Zszedł;0;75
2022/2023;8 października 2022 17:30;Podbeskidzie Bielsko-Biała;Górnik Łęczna;1 - 0;Gospodarz;Górnik Łęczna;(27) Krzysztof Drzazga;15;0;0;1;0;Wszedł;75;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(2) Ezequiel Bonifacio;90;0;0;1;1;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(14) Iwajło Markow;90;0;0;1;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(8) Michał Janota;79;0;0;1;0;Zszedł;0;79
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(11) Yiğit Emre Çeltik;11;0;0;1;0;Wszedł;79;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(23) Marcel Misztal;90;0;0;1;0;Cały mecz;0;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(30) Tomasz Jodłowiec;74;0;0;1;0;Zszedł;0;74
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(10) Dawid Polkowski;16;0;0;1;0;Wszedł;74;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(22) Joan Román;90;0;0;1;0;Zszedł;0;90
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(17) Titas Milašius;0;0;0;1;0;Wszedł;90;0
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(9) Kamil Biliński;79;2;0;0;0;Zszedł;0;79
2022/2023;15 października 2022 20:00;Podbeskidzie Bielsko-Biała;Zagłębie Sosnowiec;2 - 2;Gospodarz;Zagłębie Sosnowiec;(27) Krzysztof Drzazga;11;0;0;0;0;Wszedł;79;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(89) Daniel Mikołajewski;90;0;0;0;0;Zszedł;0;90
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(44) Julio Rodríguez;0;0;0;0;0;Wszedł;90;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(14) Iwajło Markow;90;0;0;1;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(17) Titas Milašius;69;0;0;1;0;Zszedł;0;69
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(24) Maksymilian Sitek;21;0;0;1;0;Wszedł;69;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(8) Michał Janota;68;0;0;0;0;Zszedł;0;68
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(11) Yiğit Emre Çeltik;22;0;0;0;0;Wszedł;68;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(23) Marcel Misztal;90;0;0;0;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(15) Jakub Bieroński;68;0;0;0;0;Zszedł;0;68
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(10) Dawid Polkowski;22;0;0;0;0;Wszedł;68;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(22) Joan Román;90;1;0;1;0;Cały mecz;0;0
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(9) Kamil Biliński;83;1;0;0;0;Zszedł;0;83
2022/2023;22 października 2022 17:30;Wisła Kraków;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Wisła Kraków;(27) Krzysztof Drzazga;7;1;0;0;0;Wszedł;83;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(2) Ezequiel Bonifacio;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(44) Julio Rodríguez;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(21) Jeppe Simonsen;85;0;0;0;0;Zszedł;0;85
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(27) Krzysztof Drzazga;5;0;0;0;0;Wszedł;85;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(8) Michał Janota;78;0;0;0;0;Zszedł;0;78
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(11) Yiğit Emre Çeltik;12;0;0;0;0;Wszedł;78;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(23) Marcel Misztal;90;0;0;0;0;Cały mecz;0;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(10) Dawid Polkowski;63;0;0;0;0;Zszedł;0;63
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(15) Jakub Bieroński;27;1;0;0;0;Wszedł;63;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(22) Joan Román;85;1;0;0;0;Zszedł;0;85
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(17) Titas Milašius;5;0;0;0;0;Wszedł;85;0
2022/2023;29 października 2022 15:00;Podbeskidzie Bielsko-Biała;Sandecja Nowy Sącz;2 - 0;Gospodarz;Sandecja Nowy Sącz;(9) Kamil Biliński;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(2) Ezequiel Bonifacio;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(3) Mateusz Wypych;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(44) Julio Rodríguez;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(8) Michał Janota;84;0;0;0;0;Zszedł;0;84
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(27) Krzysztof Drzazga;6;0;0;0;0;Wszedł;84;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(23) Marcel Misztal;90;0;0;1;0;Cały mecz;0;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(15) Jakub Bieroński;60;0;0;1;0;Zszedł;0;60
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(17) Titas Milašius;30;0;0;1;0;Wszedł;60;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(22) Joan Román;84;1;0;0;0;Zszedł;0;84
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(11) Yiğit Emre Çeltik;6;0;0;0;0;Wszedł;84;0
2022/2023;5 listopada 2022 15:00;Resovia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Resovia;(9) Kamil Biliński;90;1;0;0;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(32) Matvei Igonen;90;0;0;0;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(2) Ezequiel Bonifacio;90;0;0;0;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(89) Daniel Mikołajewski;90;0;0;0;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(3) Mateusz Wypych;90;0;0;1;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(14) Iwajło Markow;76;0;0;1;0;Zszedł;0;76
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(37) Mathieu Scalet;14;0;0;1;0;Wszedł;76;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(21) Jeppe Simonsen;90;0;0;0;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(8) Michał Janota;90;0;0;1;0;Cały mecz;0;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(10) Dawid Polkowski;38;0;0;1;0;Zszedł;0;38
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(27) Krzysztof Drzazga;52;0;0;1;0;Wszedł;38;0
2022/2023;12 listopada 2022 17:30;Arka Gdynia;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Arka Gdynia;(15) Jakub Bieroński;46;0;0;0;0;Zszedł;0;46
