kolejka,sezon,data meczu,miejsce rozgrywania,tsp,rywal,wynik,strzelcy,rozgrywki,frekwencja
10,2016/17,24.09.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Puławy,0-0,,I liga,4 929
11,2016/17,30.09.2016,Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-1,Tomasz Podgórski 80,I liga,2 087
12,2016/17,08.10.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Mielec,0-1,,I liga,8 752
13,2016/17,15.10.2016,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,1-0,Damian Chmiel 64,I liga,5 779
14,2016/17,22.10.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,0-0,,I liga,5 172
15,2016/17,29.10.2016,Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,0-0,,I liga,1 233
16,2016/17,06.11.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Zabrze,3-3,"Tomasz Podgórski 42, Damian Chmiel 62, Szymon Lewicki 78",I liga,8 730
17,2016/17,13.11.2016,Kluczbork,Podbeskidzie Bielsko-Biała,MKS Kluczbork,1-1,Tomasz Podgórski 80,I liga,700
18,2016/17,19.11.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,0-3,,I liga,4 828
19,2016/17,25.11.2016,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bytovia Bytów,2-1,"Szymon Lewicki 53, 84",I liga,4 221
20,2016/17,05.03.2017,Suwałki,Podbeskidzie Bielsko-Biała,Wigry Suwałki,0-2,,I liga,1 261
21,2016/17,11.03.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,2-1,"Nermin Haskić 21, Paweł Moskwik 50",I liga,4 716
22,2016/17,18.03.2017,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,1-1,Szymon Lewicki 51,I liga,950
23,2016/17,24.03.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,2-2,"Nermin Haskić 4, Szymon Lewicki 71",I liga,4 859
24,2016/17,31.03.2017,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,2-1,"Robert Gumny 71, Szymon Lewicki 79",I liga,4 000
25,2016/17,08.04.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Znicz Pruszków,2-0,"Szymon Lewicki 41, Grzegorz Janiszewski 84 (s)",I liga,5 220
26,2016/17,15.04.2017,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,I liga,2 134
27,2016/17,22.04.2017,Puławy,Podbeskidzie Bielsko-Biała,Wisła Puławy,1-0,Tomasz Podgórski 86,I liga,911
28,2016/17,28.04.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,2-1,"Michał Janota 17, Szymon Lewicki 79",I liga,5 189
29,2016/17,06.05.2017,Mielec,Podbeskidzie Bielsko-Biała,Stal Mielec,1-0,Łukasz Hanzel 29,I liga,3 458
30,2016/17,13.05.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,2-2,"Łukasz Sierpina 17, Nermin Haskić 89",I liga,8 412
31,2016/17,17.05.2017,Siedlce,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,0-3,,I liga,1 552
32,2016/17,20.05.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,2-1,"Tomasz Podgórski 44, Szymon Lewicki 90",I liga,6 402
33,2016/17,28.05.2017,Zabrze,Podbeskidzie Bielsko-Biała,Górnik Zabrze,0-4,,I liga,19 408
34,2016/17,04.06.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,MKS Kluczbork,3-1,"Kacper Kostorz 25, Robert Gumny 57, Szymon Szymański 79",I liga,5 798
I runda,2017/18,22.07.2017,Radom,Podbeskidzie Bielsko-Biała,Radomiak Radom,1-1 pd. k. 4-2,Tomasz Podgórski 26,Puchar Polski,3 300
01,2017/18,29.07.2017,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,1-1,Tomasz Podgórski 32,I liga,1 048
02,2017/18,05.08.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bytovia Bytów,0-2,,I liga,4 580
1/16 finału,2017/18,08.08.2017,Nowy Dwór Mazowiecki,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,3-1,"Adrian Rakowski 12, Valērijs Šabala 43, Paweł Tomczyk 73",Puchar Polski,900
03,2017/18,11.08.2017,Olsztyn,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,1-3,Paweł Tomczyk,I liga,2 330
04,2017/18,18.08.2017,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,0-4,,I liga,1 326
05,2017/18,22.08.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,1-0,Dimityr Iljiew 24,I liga,6 451
06,2017/18,25.08.2017,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,3-3,"Dimityr Iljiew 45, Paweł Tomczyk 63, Adrian Łuszkiewicz 69 (s)",I liga,5 077
08,2017/18,09.09.2017,Łęczna,Podbeskidzie Bielsko-Biała,Górnik Łęczna,0-1,,I liga,1 588
07,2017/18,13.09.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,3-0,"Paweł Tomczyk 32, Łukasz Sierpina 67, Valērijs Šabala 84",I liga,3 578
09,2017/18,16.09.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,2-0,"Miłosz Kozak 6, Kamil Wiktorski 65",I liga,4 061
1/8 finału,2017/18,19.09.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,1-2 pd.,Szymon Sobczak 20,Puchar Polski,4 235
10,2017/18,23.09.2017,Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,2-0,"Szymon Sobczak 12, Łukasz Sierpina 78",I liga,2 041
11,2017/18,30.09.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,2-1,"Paweł Tomczyk 16, Valērijs Šabala 72",I liga,4 913
13,2017/18,14.10.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-2,Paweł Oleksy 24,I liga,11 621
12,2017/18,18.10.2017,Częstochowa,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1-1,Andrzej Niewulis 8 (s),I liga,1 878
14,2017/18,21.10.2017,Opole,Podbeskidzie Bielsko-Biała,Odra Opole,2-2,"Paweł Tomczyk 3, Tomasz Podgórski 73",I liga,1 621
15,2017/18,27.10.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,I liga,6 117
16,2017/18,04.11.2017,Suwałki,Podbeskidzie Bielsko-Biała,Wigry Suwałki,0-3,,I liga,903
18,2017/18,17.11.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,1-0,Dimityr Ilijew 58,I liga,3 954
17,2017/18,21.11.2017,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Mielec,2-3,"Paweł Tomczyk 54, Valērijs Šabala 83",I liga,3 501
19,2017/18,25.11.2017,Bytów,Podbeskidzie Bielsko-Biała,Bytovia Bytów,1-1,Valērijs Šabala 61,I liga,301
20,2017/18,03.03.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,1-0,Valērijs Šabala 90,I liga,3 357
21,2017/18,10.03.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,0-0,,I liga,4 175
22,2017/18,17.03.2018,Chorzów,Podbeskidzie Bielsko-Biała,Ruch Chorzów,2-0,"Valērijs Šabala 20, Mavroudís Bougaḯdis 49",I liga,4 552
24,2017/18,31.03.2018,Grudziądz,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,0-0,,I liga,1 471
25,2017/18,06.04.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,0-0,,I liga,2 534
23,2017/18,11.04.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,1-1,Valērijs Šabala 51,I liga,4 066
26,2017/18,15.04.2018,Siedlce,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,0-0,,I liga,1 426
27,2017/18,21.04.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,0-0,,I liga,2 746
28,2017/18,29.04.2018,Niepołomice,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,3-1,"Valērijs Šabala 2, Paweł Tomczyk 8, 90",I liga,805
29,2017/18,05.05.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1-1,Valērijs Šabala 85,I liga,3 136
30,2017/18,09.05.2018,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,0-3,,I liga,2 450
31,2017/18,12.05.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,1-2,Paweł Tomczyk 76,I liga,2 049
32,2017/18,19.05.2018,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-2,,I liga,4 115
33,2017/18,27.05.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wigry Suwałki,1-0,Damian Chmiel 90,I liga,1 841
34,2017/18,03.06.2018,Mielec,Podbeskidzie Bielsko-Biała,Stal Mielec,4-0,"Paweł Moskwik 6, 38, Paweł Tomczyk 13, 59",I liga,3 288
01,2018/19,21.07.2018,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,1-0,Valērijs Šabala 21,I liga,2 500
02,2018/19,28.07.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,1-2,Kacper Kostorz 59,I liga,3 130
03,2018/19,04.08.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,1-3,Bartosz Jaroch 50,I liga,2 353
04,2018/19,11.08.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Garbarnia Kraków,0-0,,I liga,2 071
05,2018/19,17.08.2018,Mielec,Podbeskidzie Bielsko-Biała,Stal Mielec,1-0,Łukasz Sierpina 66,I liga,3 958
06,2018/19,22.08.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,4-1,"Guga Palawandiszwili 16, Łukasz Sierpina 57, 87, Valērijs Šabala 71",I liga,2 284
07,2018/19,25.08.2018,Bytów,Podbeskidzie Bielsko-Biała,Bytovia Bytów,1-1,Valērijs Šabala 49,I liga,970
08,2018/19,01.09.2018,Niepołomice,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,2-3,"Valērijs Šabala 7, Łukasz Sierpina 31",I liga,755
10,2018/19,15.09.2018,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,2-2,"Michał Rzuchowski 44, Kacper Kostorz 45",I liga,4 544
09,2018/19,19.09.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,0-3,,I liga,2 056
11,2018/19,23.09.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,1-1,Valērijs Šabala 65,I liga,1 645
I runda,2018/19,26.09.2018,Kluczbork,Podbeskidzie Bielsko-Biała,MKS Kluczbork,2-0,"Chopi 4, Adrian Rakowski 12",Puchar Polski,380
12,2018/19,30.09.2018,Suwałki,Podbeskidzie Bielsko-Biała,Wigry Suwałki,5-0,"Przemysław Płacheta 17, 22, Valērijs Šabala 53, 59, Miłosz Kozak 90",I liga,1 075
13,2018/19,06.10.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Raków Częstochowa,0-0,,I liga,2 492
15,2018/19,20.10.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,2-1,"Przemysław Płacheta 14, Paweł Oleksy 48",I liga,1 598
14,2018/19,24.10.2018,Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,1-2,Bartosz Jaroch 57,I liga,1 564
16,2018/19,27.10.2018,Opole,Podbeskidzie Bielsko-Biała,Odra Opole,1-0,Chopi 77,I liga,1 246
1/16 finału,2018/19,31.10.2018,Sandomierz,Podbeskidzie Bielsko-Biała,Wisła Sandomierz,2-3 pd.,"Grzegorz Goncerz 51, Michał Rzuchowski 90",Puchar Polski,500
17,2018/19,04.11.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,3-0,"Valērijs Šabala 20, Adrian Rakowski 48, Łukasz Sierpina 87",I liga,2 164
18,2018/19,10.11.2018,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,0-2,,I liga,3 790
20,2018/19,24.11.2018,Olsztyn,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,2-0,"Łukasz Sierpina 29, 64",I liga,1 005
19,2018/19,28.11.2018,Nieciecza,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,0-1,,I liga,1 084
21,2018/19,01.12.2018,Kraków,Podbeskidzie Bielsko-Biała,Garbarnia Kraków,2-0,"Łukasz Sierpina 23, Marcin Cabaj 75 (s)",I liga,200
22,2018/19,02.03.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Mielec,0-2,,I liga,2 696
23,2018/19,10.03.2019,Poznań,Podbeskidzie Bielsko-Biała,Warta Poznań,3-4,"Przemysław Płacheta 35, Paweł Oleksy 55, Chopi 81",I liga,894
24,2018/19,16.03.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bytovia Bytów,3-1,"Bartosz Jaroch 11, 74, Chopi 35",I liga,1 505
26,2018/19,29.03.2019,Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,0-3,,I liga,4 984
25,2018/19,03.04.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,3-1,"Paweł Oleksy 6, Valērijs Šabala 47, Adrian Rakowski 77",I liga,1 282
27,2018/19,07.04.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,2-0,"Valērijs Šabala 30, 71",I liga,2 635
28,2018/19,13.04.2019,Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,0-2,,I liga,897
29,2018/19,18.04.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wigry Suwałki,3-3,"Michał Rzuchowski 6, Adrian Rakowski 48, Bartosz Jaroch 59",I liga,1 345
30,2018/19,24.04.2019,Częstochowa,Podbeskidzie Bielsko-Biała,Raków Częstochowa,0-2,,I liga,4 011
31,2018/19,28.04.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,2-2,"Michał Rzuchowski 11, Bartosz Jaroch 50",I liga,1 869
32,2018/19,05.05.2019,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,2-2,"Przemysław Płacheta 64, Valērijs Šabala 72",I liga,1 015
33,2018/19,11.05.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,3-1,"Damian Hilbrycht 78, Bartosz Jaroch 85, Przemysław Płacheta 90",I liga,2 066
34,2018/19,18.05.2019,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,1-1,Bartosz Jaroch 43,I liga,599
01,2019/20,27.07.2019,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,1-1,Karol Danielak 26,I liga,2 745
02,2019/20,04.08.2019,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,1-0,Marko Roginić 30,I liga,1 515
03,2019/20,11.08.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Mielec,4-1,"Karol Danielak 35, 62, 72, Iván Martín 90 ",I liga,4 324
05,2019/20,21.08.2019,Grodzisk Wielkopolski,Podbeskidzie Bielsko-Biała,Warta Poznań,1-2,Konrad Sieracki 25,I liga,686
06,2019/20,24.08.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,2-1,"Aleksander Komor 14, Tomasz Nowak 54",I liga,2 868
07,2019/20,31.08.2019,Nieciecza,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,2-2,"Marko Roginić 11, Łukasz Sierpina 51",I liga,2 020
09,2019/20,14.09.2019,Niepołomice,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,1-0,Tomasz Nowak 19,I liga,908
04,2019/20,17.09.2019,Suwałki,Podbeskidzie Bielsko-Biała,Wigry Suwałki,0-1,,I liga,1 672
08,2019/20,18.09.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,2-1,"Tomasz Nowak 45, Marko Roginić 47",I liga,2 924
10,2019/20,22.09.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,2-2,"Karol Danielak 29, 48",I liga,4 773
I runda,2019/20,25.09.2019,Siedlce,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,0-1,,Puchar Polski,1 037
11,2019/20,28.09.2019,Olsztyn,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,0-1,,I liga,2 311
12,2019/20,05.10.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Bełchatów,4-0,"Marko Roginić 54, 55, Karol Danielak 63, Mateusz Sopoćko 81",I liga,2 241
13,2019/20,12.10.2019,Radom,Podbeskidzie Bielsko-Biała,Radomiak Radom,3-1,"Marko Roginić 22, Łukasz Sierpina 50, Iván Martín 90",I liga,3 885
14,2019/20,19.10.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,0-2,,I liga,5 064
15,2019/20,27.10.2019,Opole,Podbeskidzie Bielsko-Biała,Odra Opole,2-0,"Rafał Figiel 16, Marko Roginić 55",I liga,1 177
16,2019/20,03.11.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,3-1,"Łukasz Sierpina 41, Bartosz Jaroch 60, Karol Danielak 78",I liga,4 034
17,2019/20,10.11.2019,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,1-1,Łukasz Sierpina 50,I liga,596
18,2019/20,16.11.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,4-1,"Rafał Figiel 13, Marko Roginić 29, Karol Danielak 41, Quentin Seedorf 83 (s)",I liga,5 344
19,2019/20,22.11.2019,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,2-1,"Filip Modelski 57, Karol Danielak 69",I liga,4 112
20,2019/20,30.11.2019,Mielec,Podbeskidzie Bielsko-Biała,Stal Mielec,1-2,Łukasz Sierpina 43,I liga,2 929
21,2019/20,01.03.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wigry Suwałki,4-0,"Kacper Gach 33, Rafał Figiel 47, Dmytro Baszłaj 57, Michał Rzuchowski 89",I liga,4 380
22,2019/20,09.03.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,2-0,"Michał Rzuchowski 8, Bartosz Jaroch 51",I liga,4 988
23,2019/20,03.06.2020,Grudziądz,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,2-1,"Jakub Bieroński 35, Bartosz Jaroch 56",I liga,bez udziału publiczności
24,2019/20,06.06.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,1-0,Marko Roginić 30,I liga,bez udziału publiczności
25,2019/20,12.06.2020,Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,2-2,"Karol Danielak 35, Dmytro Baszłaj 90",I liga,bez udziału publiczności
26,2019/20,16.06.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,2-2,"Michał Rzuchowski 5, Mateusz Sopoćko 80",I liga,bez udziału publiczności
27,2019/20,21.06.2020,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,1-1,Kamil Biliński 73,I liga,1 763
28,2019/20,28.06.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,2-0,"Mateusz Bondarenko 58 (s), Karol Danielak 63",I liga,1 812
29,2019/20,02.07.2020,Bełchatów,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1-1,Kornel Osyra 90,I liga,625
30,2019/20,05.07.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Radomiak Radom,4-2,"Łukasz Sierpina 9, Marko Roginić 45, Aleksander Komor 78, Kamil Biliński 83",I liga,2 374
31,2019/20,11.07.2020,Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,3-0,"Mateusz Sopoćko 39, Marko Roginić 60, Tomasz Nowak 79",I liga,755
32,2019/20,15.07.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,4-3,"Bartosz Jaroch 36, Karol Danielak 40, Piotr Żemło 48 (s), Michał Rzuchowski 63",I liga,3 700
33,2019/20,18.07.2020,Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,0-1,,I liga,530
34,2019/20,25.07.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,0-1,,I liga,4 359
I runda,2020/21,15.08.2020,Rzeszów,Podbeskidzie Bielsko-Biała,Stal Rzeszów,1-0,Karol Danielak 33,Puchar Polski,921
01,2020/21,23.08.2020,Zabrze,Podbeskidzie Bielsko-Biała,Górnik Zabrze,2-4,"Kamil Biliński 57, 82",Ekstraklasa,7 368
02,2020/21,30.08.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Cracovia,2-2,"Karol Danielak 16, Aleksander Komor 58",Ekstraklasa,4 308
03,2020/21,11.09.2020,Białystok,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,2-2,"Kamil Biliński 18, Michał Rzuchowski 37",Ekstraklasa,5 065
04,2020/21,18.09.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1-4,Tomasz Nowak 13,Ekstraklasa,4 397
05,2020/21,26.09.2020,Gdańsk,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,0-4,,Ekstraklasa,4 877
06,2020/21,03.10.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Mielec,1-0,Kamil Biliński 32,Ekstraklasa,2 987
07,2020/21,19.10.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,1-2,Maksymilian Sitek 58,Ekstraklasa,bez udziału publiczności
08,2020/21,24.10.2020,Kraków,Podbeskidzie Bielsko-Biała,Wisła Kraków,0-3,,Ekstraklasa,bez udziału publiczności
10,2020/21,09.11.2020,Szczecin,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,1-1,Kamil Biliński 29,Ekstraklasa,bez udziału publiczności
09,2020/21,24.11.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,2-1,"Mateusz Marzec 23, Desley Ubbink 74",Ekstraklasa,bez udziału publiczności
11,2020/21,28.11.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-2,,Ekstraklasa,bez udziału publiczności
1/16 finału,2020/21,01.12.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,2-4 pd.,"Sierhij Miakuszko 63, 102",Puchar Polski,bez udziału publiczności
12,2020/21,06.12.2020,Poznań,Podbeskidzie Bielsko-Biała,Lech Poznań,0-4,,Ekstraklasa,bez udziału publiczności
13,2020/21,11.12.2020,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-5,,Ekstraklasa,bez udziału publiczności
14,2020/21,18.12.2020,Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,1-4,Dušan Lagator 69 (s),Ekstraklasa,bez udziału publiczności
15,2020/21,31.01.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Legia Warszawa,1-0,Rafał Janicki 48,Ekstraklasa,bez udziału publiczności
16,2020/21,07.02.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Zabrze,2-1,"Kamil Biliński 79, 90",Ekstraklasa,bez udziału publiczności
17,2020/21,13.02.2021,Kraków,Podbeskidzie Bielsko-Biała,Cracovia,1-1,Jakub Hora 25,Ekstraklasa,bez udziału publiczności
18,2020/21,20.02.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,1-1,Rafał Janicki 13,Ekstraklasa,bez udziału publiczności
19,2020/21,26.02.2021,Częstochowa,Podbeskidzie Bielsko-Biała,Raków Częstochowa,0-1,,Ekstraklasa,bez udziału publiczności
20,2020/21,06.03.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,2-2,"Milan Rundić 31, Kamil Biliński 88",Ekstraklasa,bez udziału publiczności
21,2020/21,15.03.2021,Mielec,Podbeskidzie Bielsko-Biała,Stal Mielec,1-2,Kamil Biliński 32,Ekstraklasa,bez udziału publiczności
22,2020/21,21.03.2021,Grodzisk Wielkopolski,Podbeskidzie Bielsko-Biała,Warta Poznań,0-2,,Ekstraklasa,bez udziału publiczności
23,2020/21,05.04.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Kraków,2-0,"Desley Ubbink 13, David Niepsuj 47",Ekstraklasa,bez udziału publiczności
24,2020/21,11.04.2021,Lubin,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,1-2,Kamil Biliński,Ekstraklasa,bez udziału publiczności
25,2020/21,16.04.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0-2,,Ekstraklasa,bez udziału publiczności
26,2020/21,20.04.2021,Wrocław,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,3-4,"Rafał Janicki 41, Kamil Biliński 70, Marko Roginić 78",Ekstraklasa,bez udziału publiczności
27,2020/21,23.04.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lech Poznań,1-0,Marko Roginić 74,Ekstraklasa,bez udziału publiczności
28,2020/21,03.05.2021,Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-2,,Ekstraklasa,bez udziału publiczności
29,2020/21,08.05.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Płock,1-1,Jakub Hora 5,Ekstraklasa,bez udziału publiczności
30,2020/21,16.05.2021,Warszawa,Podbeskidzie Bielsko-Biała,Legia Warszawa,0-1,,Ekstraklasa,6 872
01,2021/22,01.08.2021,Polkowice,Podbeskidzie Bielsko-Biała,Górnik Polkowice,1-1,Kamil Biliński 45,I liga,590
02,2021/22,06.08.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,0-3,,I liga,2 638
03,2021/22,14.08.2021,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,2-2,"Kacper Gach 12, Kamil Biliński 21",I liga,2 291
04,2021/22,17.08.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,0-0,,I liga,1 936
05,2021/22,23.08.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,1-0,Kamil Biliński 14,I liga,1 974
06,2021/22,29.08.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,4-0,"Dawid Polkowski 15, Ivan Hladík 65 (s), Marko Roginić 90, Kamil Biliński 90",I liga,3 956
07,2021/22,05.09.2021,Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,1-0,Konrad Gutowski 83,I liga,1 354
08,2021/22,11.09.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Korona Kielce,2-3,"Giorgi Merebaszwili 44, Kamil Biliński 59",I liga,3 403
